legacy_url,source_of_discovery,intended_destination,status_code,content_match_evidence,confidence,disposition
/living-workshop/2018/12/15/he-can-be-taught,.com sitemap 2026-09-18,https://brianspoems.com/poem/he-can-be-taught,301,poem text overlap 0.814 with /poem/he-can-be-taught,high,redirect
/living-workshop/2018/12/16/heartbeat,.com sitemap 2026-09-18,https://brianspoems.com/poem/heartbeat,301,poem text overlap 1.0 with /poem/heartbeat,high,redirect
/living-workshop/2018/12/17/my-patient-companion,.com sitemap 2026-09-18,https://brianspoems.com/poem/my-patient-companion,301,poem text overlap 0.832 with /poem/my-patient-companion,high,redirect
/living-workshop/2018/12/18/my-body,.com sitemap 2026-09-18,https://brianspoems.com/poem/my-body,301,poem text overlap 1.0 with /poem/my-body,high,redirect
/living-workshop/2018/12/19/enlightenment,.com sitemap 2026-09-18,https://brianspoems.com/poem/enlightenment-3,301,poem text overlap 0.846 with /poem/enlightenment-3,high,redirect
/living-workshop/2018/12/2/new-awareness,.com sitemap 2026-09-18,https://brianspoems.com/poem/new-awareness,301,poem text overlap 0.987 with /poem/new-awareness,high,redirect
/living-workshop/2018/12/20/just-a-gambol,.com sitemap 2026-09-18,https://brianspoems.com/poem/just-a-gambol,301,poem text overlap 1.0 with /poem/just-a-gambol,high,redirect
/living-workshop/2018/12/21/winter-solstice,.com sitemap 2026-09-18,https://brianspoems.com/poem/winter-solstice-2,301,poem text overlap 0.769 with /poem/winter-solstice-2,high,redirect
/living-workshop/2018/12/22/project-happy-days,.com sitemap 2026-09-18,https://brianspoems.com/poem/project-happy-days,301,poem text overlap 0.967 with /poem/project-happy-days,high,redirect
/living-workshop/2018/12/23/giants,.com sitemap 2026-09-18,https://brianspoems.com/poem/giants,301,poem text overlap 1.0 with /poem/giants,high,redirect
/living-workshop/2018/12/24/all-one,.com sitemap 2026-09-18,https://brianspoems.com/poem/all-one,301,poem text overlap 0.953 with /poem/all-one,high,redirect
/living-workshop/2018/12/25/christmas-arrives,.com sitemap 2026-09-18,https://brianspoems.com/poem/christmas-arrives,301,poem text overlap 0.688 with /poem/christmas-arrives,high,redirect
/living-workshop/2018/12/26/sacred-heart,.com sitemap 2026-09-18,https://brianspoems.com/poem/sacred-heart,301,poem text overlap 0.957 with /poem/sacred-heart,high,redirect
/living-workshop/2018/12/27/no-reason,.com sitemap 2026-09-18,https://brianspoems.com/poem/no-reason,301,poem text overlap 0.924 with /poem/no-reason,high,redirect
/living-workshop/2018/12/28/for-some-reason,.com sitemap 2026-09-18,https://brianspoems.com/poem/for-some-reason,301,poem text overlap 0.806 with /poem/for-some-reason,high,redirect
/living-workshop/2018/12/29/sacred-space,.com sitemap 2026-09-18,https://brianspoems.com/poem/sacred-space,301,poem text overlap 0.832 with /poem/sacred-space,high,redirect
/living-workshop/2018/12/3/the-story,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-story,301,poem text overlap 0.664 with /poem/the-story,high,redirect
/living-workshop/2018/12/30/passion,.com sitemap 2026-09-18,https://brianspoems.com/poem/passion,301,poem text overlap 0.978 with /poem/passion,high,redirect
/living-workshop/2018/12/31/eyes-of-god,.com sitemap 2026-09-18,https://brianspoems.com/poem/eyes-of-god,301,poem text overlap 1.0 with /poem/eyes-of-god,high,redirect
/living-workshop/2018/12/4/flowers-in-the-winter,.com sitemap 2026-09-18,https://brianspoems.com/poem/flowers-in-the-winter,301,poem text overlap 1.0 with /poem/flowers-in-the-winter,high,redirect
/living-workshop/2018/12/5/favorite-poem,.com sitemap 2026-09-18,https://brianspoems.com/poem/favorite-poem,301,poem text overlap 1.0 with /poem/favorite-poem,high,redirect
/living-workshop/2018/12/6/the-narrowing,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-narrowing,301,poem text overlap 1.0 with /poem/the-narrowing,high,redirect
/living-workshop/2018/12/7/digital-dysphoria,.com sitemap 2026-09-18,https://brianspoems.com/poem/digital-dysphoria,301,poem text overlap 0.882 with /poem/digital-dysphoria,high,redirect
/living-workshop/2018/12/8/acceptance,.com sitemap 2026-09-18,https://brianspoems.com/poem/acceptance-3,301,poem text overlap 0.864 with /poem/acceptance-3,high,redirect
/living-workshop/2018/12/9/simple-man,.com sitemap 2026-09-18,https://brianspoems.com/poem/simple-man,301,poem text overlap 0.886 with /poem/simple-man,high,redirect
/living-workshop/2019/03/26/sweet-water,.com sitemap 2026-09-18,https://brianspoems.com/poem/sweet-water,301,poem text overlap 1.0 with /poem/sweet-water,high,redirect
/living-workshop/2019/03/27/prey,.com sitemap 2026-09-18,https://brianspoems.com/poem/prey,301,poem text overlap 1.0 with /poem/prey,high,redirect
/living-workshop/2019/03/28/the-middle,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-middle,301,poem text overlap 1.0 with /poem/the-middle,high,redirect
/living-workshop/2019/03/29/plant-me,.com sitemap 2026-09-18,https://brianspoems.com/poem/plant-me,301,poem text overlap 1.0 with /poem/plant-me,high,redirect
/living-workshop/2019/03/30/a-silent-welcome,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-silent-welcome,301,poem text overlap 1.0 with /poem/a-silent-welcome,high,redirect
/living-workshop/2019/03/31/morning-prayer,.com sitemap 2026-09-18,https://brianspoems.com/poem/morning-prayer,301,poem text overlap 0.988 with /poem/morning-prayer,high,redirect
/living-workshop/2019/04/01/go-beyond,.com sitemap 2026-09-18,https://brianspoems.com/poem/go-beyond,301,poem text overlap 0.908 with /poem/go-beyond,high,redirect
/living-workshop/2019/04/02/confronting-anger,.com sitemap 2026-09-18,https://brianspoems.com/poem/confronting-anger,301,poem text overlap 0.909 with /poem/confronting-anger,high,redirect
/living-workshop/2019/04/03/let-the-music-play,.com sitemap 2026-09-18,https://brianspoems.com/poem/let-the-music-play,301,poem text overlap 1.0 with /poem/let-the-music-play,high,redirect
/living-workshop/2019/04/04/beware,.com sitemap 2026-09-18,https://brianspoems.com/poem/beware,301,poem text overlap 1.0 with /poem/beware,high,redirect
/living-workshop/2019/04/05/people-come-and-go,.com sitemap 2026-09-18,https://brianspoems.com/poem/people-come-and-go,301,poem text overlap 0.984 with /poem/people-come-and-go,high,redirect
/living-workshop/2019/04/06/trying,.com sitemap 2026-09-18,https://brianspoems.com/poem/trying,301,poem text overlap 1.0 with /poem/trying,high,redirect
/living-workshop/2019/04/07/crying,.com sitemap 2026-09-18,https://brianspoems.com/poem/crying,301,poem text overlap 0.709 with /poem/crying,high,redirect
/living-workshop/2019/04/08/one-of-those-days,.com sitemap 2026-09-18,https://brianspoems.com/poem/one-of-those-days,301,poem text overlap 1.0 with /poem/one-of-those-days,high,redirect
/living-workshop/2019/04/09/plainspoken-poet,.com sitemap 2026-09-18,https://brianspoems.com/poem/plainspoken-poet,301,poem text overlap 1.0 with /poem/plainspoken-poet,high,redirect
/living-workshop/2019/04/10/self-storage,.com sitemap 2026-09-18,https://brianspoems.com/poem/self-storage,301,poem text overlap 1.0 with /poem/self-storage,high,redirect
/living-workshop/2019/04/11/redemption,.com sitemap 2026-09-18,https://brianspoems.com/poem/redemption,301,poem text overlap 1.0 with /poem/redemption,high,redirect
/living-workshop/2019/04/12/dear-henri,.com sitemap 2026-09-18,https://brianspoems.com/poem/dear-henri,301,poem text overlap 1.0 with /poem/dear-henri,high,redirect
/living-workshop/2019/04/13/somewheres-anywheres,.com sitemap 2026-09-18,https://brianspoems.com/poem/somewheres-anywheres,301,poem text overlap 0.779 with /poem/somewheres-anywheres,high,redirect
/living-workshop/2019/04/14/laughter,.com sitemap 2026-09-18,https://brianspoems.com/poem/laughter,301,poem text overlap 1.0 with /poem/laughter,high,redirect
/living-workshop/2019/04/15/time-on-the-road,.com sitemap 2026-09-18,https://brianspoems.com/poem/time-on-the-road,301,poem text overlap 0.871 with /poem/time-on-the-road,high,redirect
/living-workshop/2019/04/16/nature,.com sitemap 2026-09-18,https://brianspoems.com/poem/nature,301,poem text overlap 0.987 with /poem/nature,high,redirect
/living-workshop/2019/04/17/nothing-i-must-do,.com sitemap 2026-09-18,https://brianspoems.com/poem/nothing-i-must-do,301,poem text overlap 1.0 with /poem/nothing-i-must-do,high,redirect
/living-workshop/2019/04/18/counterphobic,.com sitemap 2026-09-18,https://brianspoems.com/poem/counterphobic,301,poem text overlap 0.935 with /poem/counterphobic,high,redirect
/living-workshop/2019/04/19/one-thousand,.com sitemap 2026-09-18,https://brianspoems.com/poem/one-thousand,301,poem text overlap 1.0 with /poem/one-thousand,high,redirect
/living-workshop/2019/04/20/reservoir-man,.com sitemap 2026-09-18,https://brianspoems.com/poem/reservoir-man,301,poem text overlap 1.0 with /poem/reservoir-man,high,redirect
/living-workshop/2019/04/21/walnut-hills,.com sitemap 2026-09-18,https://brianspoems.com/poem/walnut-hills,301,poem text overlap 0.739 with /poem/walnut-hills,high,redirect
/living-workshop/2019/04/22/dance-with-you,.com sitemap 2026-09-18,https://brianspoems.com/poem/dance-with-you,301,poem text overlap 0.886 with /poem/dance-with-you,high,redirect
/living-workshop/2019/04/23/black-sparrow,.com sitemap 2026-09-18,https://brianspoems.com/poem/black-sparrow,301,poem text overlap 0.715 with /poem/black-sparrow,high,redirect
/living-workshop/2019/04/24/life-on-the-road,.com sitemap 2026-09-18,https://brianspoems.com/poem/life-on-the-road,301,poem text overlap 0.968 with /poem/life-on-the-road,high,redirect
/living-workshop/2019/04/25/in-this-moment,.com sitemap 2026-09-18,https://brianspoems.com/poem/in-this-moment,301,poem text overlap 0.806 with /poem/in-this-moment,high,redirect
/living-workshop/2019/04/26/pangaea,.com sitemap 2026-09-18,https://brianspoems.com/poem/pangaea,301,poem text overlap 0.892 with /poem/pangaea,high,redirect
/living-workshop/2019/04/27/responsibility,.com sitemap 2026-09-18,https://brianspoems.com/poem/responsibility,301,poem text overlap 1.0 with /poem/responsibility,high,redirect
/living-workshop/2019/04/28/sea-of-tranquility,.com sitemap 2026-09-18,https://brianspoems.com/poem/sea-of-tranquility,301,poem text overlap 0.931 with /poem/sea-of-tranquility,high,redirect
/living-workshop/2019/04/29/reorder,.com sitemap 2026-09-18,https://brianspoems.com/poem/reorder,301,poem text overlap 0.87 with /poem/reorder,high,redirect
/living-workshop/2019/04/30/30-40-50,.com sitemap 2026-09-18,https://brianspoems.com/poem/30-40-50,301,poem text overlap 1.0 with /poem/30-40-50,high,redirect
/living-workshop/2019/05/01/being-human,.com sitemap 2026-09-18,https://brianspoems.com/poem/being-human-2,301,poem text overlap 1.0 with /poem/being-human-2,high,redirect
/living-workshop/2019/05/02/perhaps,.com sitemap 2026-09-18,https://brianspoems.com/poem/perhaps,301,poem text overlap 0.853 with /poem/perhaps,high,redirect
/living-workshop/2019/05/03/read-poetry,.com sitemap 2026-09-18,https://brianspoems.com/poem/read-poetry,301,poem text overlap 0.889 with /poem/read-poetry,high,redirect
/living-workshop/2019/05/04/lunch-with-an-old-friend,.com sitemap 2026-09-18,https://brianspoems.com/poem/lunch-with-an-old-friend,301,poem text overlap 1.0 with /poem/lunch-with-an-old-friend,high,redirect
/living-workshop/2019/05/05/no-middle,.com sitemap 2026-09-18,https://brianspoems.com/poem/no-middle,301,poem text overlap 1.0 with /poem/no-middle,high,redirect
/living-workshop/2019/05/06/too-much-talk,.com sitemap 2026-09-18,https://brianspoems.com/poem/too-much-talk,301,poem text overlap 1.0 with /poem/too-much-talk,high,redirect
/living-workshop/2019/05/07/follow-the-river,.com sitemap 2026-09-18,https://brianspoems.com/poem/follow-the-river,301,poem text overlap 1.0 with /poem/follow-the-river,high,redirect
/living-workshop/2019/05/08/anything-better,.com sitemap 2026-09-18,https://brianspoems.com/poem/anything-better,301,poem text overlap 0.692 with /poem/anything-better,high,redirect
/living-workshop/2019/05/09/sacred-thresholds,.com sitemap 2026-09-18,https://brianspoems.com/poem/sacred-thresholds,301,poem text overlap 1.0 with /poem/sacred-thresholds,high,redirect
/living-workshop/2019/05/10/a-million-little-things,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-million-little-things,301,poem text overlap 0.977 with /poem/a-million-little-things,high,redirect
/living-workshop/2019/05/11/by-leaving,.com sitemap 2026-09-18,https://brianspoems.com/poem/by-leaving,301,poem text overlap 1.0 with /poem/by-leaving,high,redirect
/living-workshop/2019/05/12/full-and-empty,.com sitemap 2026-09-18,https://brianspoems.com/poem/full-and-empty,301,poem text overlap 1.0 with /poem/full-and-empty,high,redirect
/living-workshop/2019/05/13/soul-healing,.com sitemap 2026-09-18,https://brianspoems.com/poem/soul-healing,301,poem text overlap 0.916 with /poem/soul-healing,high,redirect
/living-workshop/2019/05/14/lou,.com sitemap 2026-09-18,https://brianspoems.com/poem/lou,301,poem text overlap 0.96 with /poem/lou,high,redirect
/living-workshop/2019/05/15/darkness,.com sitemap 2026-09-18,https://brianspoems.com/poem/darkness,301,poem text overlap 0.885 with /poem/darkness,high,redirect
/living-workshop/2019/05/16/the-satchel,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-satchel,301,poem text overlap 0.908 with /poem/the-satchel,high,redirect
/living-workshop/2019/05/17/roads,.com sitemap 2026-09-18,https://brianspoems.com/poem/roads-2,301,poem text overlap 0.849 with /poem/roads-2,high,redirect
/living-workshop/2019/05/18/threads-of-me,.com sitemap 2026-09-18,https://brianspoems.com/poem/threads-of-me,301,poem text overlap 1.0 with /poem/threads-of-me,high,redirect
/living-workshop/2019/05/19/peace-of-mind,.com sitemap 2026-09-18,https://brianspoems.com/poem/peace-of-mind,301,poem text overlap 1.0 with /poem/peace-of-mind,high,redirect
/living-workshop/2019/05/20/the-art-of-letting-go,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-art-of-letting-go,301,poem text overlap 1.0 with /poem/the-art-of-letting-go,high,redirect
/living-workshop/2019/05/21/criticism,.com sitemap 2026-09-18,https://brianspoems.com/poem/criticism,301,poem text overlap 1.0 with /poem/criticism,high,redirect
/living-workshop/2019/05/22/loopholes,.com sitemap 2026-09-18,https://brianspoems.com/poem/loopholes,301,poem text overlap 0.756 with /poem/loopholes,high,redirect
/living-workshop/2019/05/23/shadow-world,.com sitemap 2026-09-18,/blog,301,best candidate /poem/shadow-world scored 0.497,low - needs review,redirect - generic
/living-workshop/2019/05/24/detachment,.com sitemap 2026-09-18,https://brianspoems.com/poem/detachment,301,poem text overlap 0.568 with /poem/detachment,high,redirect
/living-workshop/2019/05/25/the-treasure,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-treasure,301,poem text overlap 0.835 with /poem/the-treasure,high,redirect
/living-workshop/2019/05/26/inevitability,.com sitemap 2026-09-18,https://brianspoems.com/poem/inevitability,301,poem text overlap 1.0 with /poem/inevitability,high,redirect
/living-workshop/2019/05/27/same-questions,.com sitemap 2026-09-18,https://brianspoems.com/poem/same-questions,301,poem text overlap 0.791 with /poem/same-questions,high,redirect
/living-workshop/2019/05/28/tell-me-who,.com sitemap 2026-09-18,https://brianspoems.com/poem/tell-me-who,301,poem text overlap 1.0 with /poem/tell-me-who,high,redirect
/living-workshop/2019/05/29/bullfrog,.com sitemap 2026-09-18,https://brianspoems.com/poem/bullfrog,301,poem text overlap 1.0 with /poem/bullfrog,high,redirect
/living-workshop/2019/05/30/freedom,.com sitemap 2026-09-18,https://brianspoems.com/poem/freedom,301,poem text overlap 0.736 with /poem/freedom,high,redirect
/living-workshop/2019/05/31/belonging,.com sitemap 2026-09-18,https://brianspoems.com/poem/belonging-2,301,poem text overlap 0.865 with /poem/belonging-2,high,redirect
/living-workshop/2019/06/01/if-you-must,.com sitemap 2026-09-18,https://brianspoems.com/poem/if-you-must,301,poem text overlap 0.986 with /poem/if-you-must,high,redirect
/living-workshop/2019/06/02/a-humble-spirit,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-humble-spirit,301,poem text overlap 0.809 with /poem/a-humble-spirit,high,redirect
/living-workshop/2019/06/03/back-for-me,.com sitemap 2026-09-18,https://brianspoems.com/poem/back-for-me,301,poem text overlap 0.989 with /poem/back-for-me,high,redirect
/living-workshop/2019/06/04/go-out-alone,.com sitemap 2026-09-18,https://brianspoems.com/poem/go-out-alone,301,poem text overlap 1.0 with /poem/go-out-alone,high,redirect
/living-workshop/2019/06/05/the-choir,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-choir,301,poem text overlap 0.984 with /poem/the-choir,high,redirect
/living-workshop/2019/06/06/the-price-of-kissing,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-price-of-kissing,301,poem text overlap 0.986 with /poem/the-price-of-kissing,high,redirect
/living-workshop/2019/06/07/for-chuck,.com sitemap 2026-09-18,https://brianspoems.com/poem/for-chuck,301,poem text overlap 0.75 with /poem/for-chuck,high,redirect
/living-workshop/2019/06/08/before-and-after,.com sitemap 2026-09-18,https://brianspoems.com/poem/before-and-after,301,poem text overlap 1.0 with /poem/before-and-after,high,redirect
/living-workshop/2019/06/09/loves-bounty,.com sitemap 2026-09-18,https://brianspoems.com/poem/love-s-bounty,301,poem text overlap 1.0 with /poem/love-s-bounty,high,redirect
/living-workshop/2019/06/10/i-go-to-meetings,.com sitemap 2026-09-18,/blog,301,best candidate /poem/i-go-to-meetings scored 0.309,low - needs review,redirect - generic
/living-workshop/2019/06/10/life-and-death,.com sitemap 2026-09-18,https://brianspoems.com/poem/life-and-death,301,poem text overlap 1.0 with /poem/life-and-death,high,redirect
/living-workshop/2019/06/11/churning,.com sitemap 2026-09-18,https://brianspoems.com/poem/churning,301,poem text overlap 1.0 with /poem/churning,high,redirect
/living-workshop/2019/06/12/try-listening,.com sitemap 2026-09-18,https://brianspoems.com/poem/try-listening,301,poem text overlap 0.919 with /poem/try-listening,high,redirect
/living-workshop/2019/06/13/i-need-your-help,.com sitemap 2026-09-18,https://brianspoems.com/poem/i-need-your-help,301,poem text overlap 0.855 with /poem/i-need-your-help,high,redirect
/living-workshop/2019/06/14/the-center,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-center,301,poem text overlap 0.679 with /poem/the-center,high,redirect
/living-workshop/2019/06/15/a-birthday-wish,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-birthday-wish,301,poem text overlap 1.0 with /poem/a-birthday-wish,high,redirect
/living-workshop/2019/06/16/cathedral-of-creation,.com sitemap 2026-09-18,https://brianspoems.com/poem/cathedral-of-creation,301,poem text overlap 1.0 with /poem/cathedral-of-creation,high,redirect
/living-workshop/2019/06/17/i-see-the-creek,.com sitemap 2026-09-18,https://brianspoems.com/poem/i-see-the-creek,301,poem text overlap 0.874 with /poem/i-see-the-creek,high,redirect
/living-workshop/2019/06/18/one-transcendence,.com sitemap 2026-09-18,https://brianspoems.com/poem/one-transcendence,301,poem text overlap 1.0 with /poem/one-transcendence,high,redirect
/living-workshop/2019/06/19/good-grief,.com sitemap 2026-09-18,https://brianspoems.com/poem/good-grief,301,poem text overlap 0.721 with /poem/good-grief,high,redirect
/living-workshop/2019/06/20/maybe-so,.com sitemap 2026-09-18,https://brianspoems.com/poem/maybe-so,301,poem text overlap 0.875 with /poem/maybe-so,high,redirect
/living-workshop/2019/06/21/once-we-get-there,.com sitemap 2026-09-18,https://brianspoems.com/poem/once-we-get-there,301,poem text overlap 1.0 with /poem/once-we-get-there,high,redirect
/living-workshop/2019/06/22/whats-your-beef,.com sitemap 2026-09-18,https://brianspoems.com/poem/what-s-your-beef,301,poem text overlap 0.975 with /poem/what-s-your-beef,high,redirect
/living-workshop/2019/06/23/the-souls-work,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-soul-s-work,301,poem text overlap 0.72 with /poem/the-soul-s-work,high,redirect
/living-workshop/2019/06/24/see-this-world,.com sitemap 2026-09-18,https://brianspoems.com/poem/see-this-world,301,poem text overlap 1.0 with /poem/see-this-world,high,redirect
/living-workshop/2019/06/25/jonah,.com sitemap 2026-09-18,https://brianspoems.com/poem/jonah,301,poem text overlap 0.819 with /poem/jonah,high,redirect
/living-workshop/2019/06/26/we-the-unknown,.com sitemap 2026-09-18,https://brianspoems.com/poem/we-the-unknown,301,poem text overlap 0.93 with /poem/we-the-unknown,high,redirect
/living-workshop/2019/06/27/obligation,.com sitemap 2026-09-18,https://brianspoems.com/poem/obligation,301,poem text overlap 0.51 with /poem/obligation,high,redirect
